"","datetime","city","country","shape"
"62308",2019-07-13,"canby","us",""
"82411",2020-09-13,"canby","us",""
"14497",2020-11-26,"cancun (mexico)","",""
"3649",2020-10-20,"candle lake (canada)","",""
"35074",2019-03-15,"cannis city","",""
"51165",2019-05-07,"cannon","",""
"52428",2019-06-01,"cannon afb/clovis","",""
"28377",2019-02-10,"cannon beach","us",""
"3827",2020-10-21,"canyonville","us",""
"37698",2020-03-28,"capac","us",""
"79533",2020-08-05,"cape breton (canada)","",""
"13772",2020-11-22,"cape town (south africa)","",""
"76790",2020-08-23,"captiva","us",""
"30688",2020-02-20,"caracas","",""
"88705",2020-09-08,"carbondale","us",""
"60550",2020-06-08,"cardiff (uk/wales)","gb",""
"54418",2019-06-15,"caribbean sea (uss w.s. sims)","",""
"12024",2019-01-01,"carlyss","us",""
"11880",2020-11-19,"carmel","",""
"46481",2019-05-12,"carmichael","us",""
"33529",2020-02-09,"carol stream","us",""
"41319",2019-04-16,"carrollton","us",""
"51642",2019-06-10,"carrollton","us",""
"7737",2020-10-07,"carson city","us",""
"11722",2019-11-19,"carson city","us",""
"52951",2019-06-01,"carson city","us",""
"63437",2020-07-15,"carteret","us",""
"63453",2020-07-15,"carteret","us",""
"38523",2019-03-04,"casa grande","us",""
"63254",2019-07-15,"casalabate (italy)","",""
"77179",2020-08-25,"cascade","us",""
"57013",2019-06-23,"cascade mtns.","",""
"32779",2020-02-05,"cashel (republic of ireland)","",""
"29867",2019-02-16,"cashmere","us",""
"31056",2020-02-02,"casper","us",""
"68792",2020-07-04,"casselberry","us",""
"12260",2020-01-01,"castle rock","us",""
"77868",2019-08-28,"castle rock","us",""
"21497",2020-12-20,"cedar rapids","us",""
"21499",2020-12-20,"cedar rapids","us",""
"30233",2019-02-18,"cedar springs","us",""
"32344",NA,"cedar springs","us",""
"71937",2020-08-11,"cedaredge","us",""
"87844",2020-09-04,"centennial","us",""
"4565",2020-10-23,"center city","us",""
"88389",2019-09-07,"central florida","",""
"10849",2019-11-16,"central lake","us",""
"52417",2019-06-01,"cerritos","us",""
"16339",2019-11-05,"champaign","us",""
"24287",2019-12-03,"chandler","us",""
"26056",2019-01-28,"chandler","us",""
"57816",2020-06-26,"channelview","us",""
"51774",2020-06-10,"chantilly","us",""
"87771",2020-09-04,"chappaqua","us",""
"15899",2019-01-14,"charleston","us",""
"33422",2019-02-09,"charleston","us",""
"48380",2019-05-21,"charleston","us",""
"61522",2019-07-01,"charleston","us",""
"29155",2019-02-13,"cheboygan","us",""
"40703",2019-04-14,"cheboygan","us",""
"15895",2019-11-04,"chelan","us",""
"58011",2020-06-27,"chelmsford (uk/england)","gb",""
"72617",2020-08-12,"chelmsford (uk/england)","gb",""
"19915",2020-12-13,"cheney","us",""
"30554",2019-02-20,"cherry hill","us",""
"33781",2020-03-10,"cherry hill","us",""
"57969",2019-06-27,"cherry hill","us",""
"63835",2019-07-16,"cherry hill","us",""
"33804",2019-03-11,"chesapeake","us",""
"7858",2020-10-08,"chester","us",""
"15900",2019-01-14,"chesterfield","us",""
"39763",2020-04-10,"cheyenne","us",""
"6245",2019-10-31,"chicago","us",""
"6374",2020-10-31,"chicago","us",""
"6508",2020-10-31,"chicago","us",""
"40666",2020-04-13,"chicago","us",""
"53574",2020-06-12,"chicago","us",""
"58689",2019-06-30,"chicago","us",""
"58976",2019-06-30,"chicago","us",""
"59649",2020-06-04,"chicago","us",""
"73165",2020-08-13,"chicago","us",""
"84969",2020-09-02,"chicago","us",""
"3345",2020-10-19,"chicago (albany park)","us",""
"28015",2019-01-08,"chico","us",""
"29329",2019-02-14,"chico","us",""
"29929",2020-02-16,"chico","us",""
"26449",2020-01-29,"chihuahua (mexico)","",""
"82779",2019-09-15,"childs (near the verde hot springs)","us",""
"33058",2020-02-06,"chilliwack (canada)","ca",""
"32545",2019-02-04,"chimacum","us",""
"23828",2019-12-31,"chinook","us",""
"50789",2020-05-05,"christmas valley","us",""
"44705",2020-04-04,"cicero","us",""
"79309",2020-08-04,"cincinnati","us",""
"32758",2020-02-05,"clackamas","us",""
"32915",2020-02-06,"clackamas","us",""
"82429",2019-09-14,"clairton","us",""
"21177",2020-01-02,"claremont","us",""
"21698",2019-01-22,"clark","us",""
"15718",2020-01-13,"clarksburg","us",""
"67175",2019-07-28,"clarksville","us",""
"12096",2019-01-01,"clatonia","us",""
"77958",2020-08-28,"claude","us",""
"18744",2019-12-10,"clayton","us",""
"39249",2019-03-08,"clayton","us",""
"51341",2019-05-08,"cle elum","us",""
"68898",2020-07-04,"clear lake","us",""
"6491",2020-10-31,"clearfield/curwensville","",""
"8183",2020-10-09,"clearwater","us",""
"80243",2019-08-08,"clearwater","us",""
"51946",2019-06-11,"cleburne","us",""
"36539",2020-03-02,"clermont","us",""
"18800",2020-12-10,"cleveland","us",""
"54847",2020-06-15,"cleveland","us",""
"77111",2019-08-25,"cleveland","us",""
"32006",2019-02-27,"cleveland artcc","",""
"45628",2020-04-09,"clifford","us",""
"16922",2020-11-06,"clinton","us",""
"28336",2020-01-09,"clinton","us",""
"31121",2020-02-02,"clinton","us",""
"51366",2020-05-08,"clinton","us",""
"57971",2019-06-27,"clinton","us",""
"80245",2019-08-08,"clinton","us",""
"64023",2020-07-16,"clinton township","",""
"66031",2020-07-23,"clive","us",""
"68035",2020-07-31,"close to wellton","",""
"41927",2019-04-19,"clovis","us",""
"53027",2019-06-01,"cochabamba (bolivia)","",""
"53105",2019-06-01,"cochin (india)","",""
"51340",2019-05-08,"cocoa beach","us",""
"63698",2020-07-15,"coeur d&#39alene","us",""
"71687",2020-08-11,"coeur d&#39alene","us",""
"71169",2020-07-09,"colchester","us",""
"8836",2020-11-11,"cold lake (canada)","ca",""
"71094",2020-07-09,"college park","us",""
"72677",2020-08-12,"college station","us",""
"78809",2020-08-31,"collingswood","us",""
"15901",2019-01-14,"collinsville","us",""
"35081",2019-03-15,"collinsville","us",""
"10300",2019-11-15,"colmar manor","us",""
"87976",2020-09-05,"coloma","us",""
"75473",2019-08-20,"colonial beach","us",""
"24309",2019-12-03,"colorado","",""
"12647",2020-01-01,"colorado springs","us",""
"29558",2019-02-15,"colorado springs","us",""
"83486",2019-09-17,"colorado springs","us",""
"87679",2019-09-04,"colorado springs","us",""
"37367",2019-03-26,"colorado springs (norad)","us",""
"82045",2020-09-12,"colordo springs","",""
"15466",2019-11-03,"colton","us",""
"17303",2020-01-17,"columbia","us",""
"34293",2019-03-12,"columbia","us",""
"45756",2019-05-10,"columbia","us",""
"48660",2020-05-02,"columbia falls","us",""
"19688",2020-12-12,"columbia&#44 wrightsville","",""
"15533",2020-01-13,"columbus","us",""
"32186",2019-02-28,"columbus","us",""
"38860",2019-03-06,"columbus","us",""
"45068",2020-04-06,"columbus","us",""
"75058",2020-08-18,"columbus","us",""
"10944",2019-11-16,"columbus (20 miles north of&#44 rt 71 southbound)","us",""
"82430",2019-09-14,"columbus (canada)","",""
"64356",2019-07-18,"columbus (north of&#44 at the 160mile post)","us",""
"30767",2019-02-21,"colville reservation","",""
"14060",2019-11-24,"comanche county","us",""
"20693",2019-12-17,"comox bay (canada)","",""
"51454",2020-05-08,"comptche","us",""
"84642",2019-09-21,"concordia","us",""
"21494",2020-12-20,"conneaut","us",""
"28419",2020-02-10,"connecticut (unspecified)","",""
"25843",2020-12-07,"conrad","us",""
"44111",2020-04-29,"contocook","",""
"42719",2020-04-02,"conway","us",""
"24486",2020-12-03,"coolidge","us",""
"72909",2019-08-13,"coon valley","us",""
"51173",2019-05-07,"coos bay","us",""
"86653",2019-09-28,"copley","",""
"31011",2020-02-02,"coquille","us",""
"54601",2019-06-15,"coquina key","",""
"24969",2020-12-04,"coral gables","us",""
"39034",2019-03-07,"coral gables","us",""
"79287",2020-08-04,"coral springs","us",""
"37660",2019-03-28,"cordova","us",""
"50791",2020-05-05,"core","us",""
"53434",2019-06-12,"coronado","us",""
"82171",2019-09-13,"corpus christi","us",""
"39082",2020-03-07,"corry","us",""
"50752",2019-05-05,"cortero","",""
"82880",2019-09-15,"corvallis","us",""
"84691",2020-09-21,"corvallis","us",""
"28013",2019-01-08,"corvallis (10 miles south of)","us",""
"40092",2019-04-01,"costa mesa","us",""
"55743",2019-06-19,"cottonwood","us",""
"76201",2020-08-02,"cottonwood","us",""
"72892",2019-08-13,"cottonwood (near)","",""
"29510",2020-02-14,"cotulla","us",""
"30765",2019-02-21,"council bluffs","us",""
"68068",2020-07-31,"coventry (uk/england)","gb",""
"11948",2020-11-19,"covington","us",""
"72078",2019-08-01,"cozumel (mexico)","",""
"25543",2020-12-06,"crafton","",""
"85017",2020-09-02,"craig","us",""
"3948",2020-10-21,"cranston","us",""
"7506",2020-10-06,"cranston","us",""
"35736",2020-03-17,"cranston","us",""
"1348",2019-10-13,"crescent city","us",""
"2752",2019-10-17,"crescent city","us",""
"8976",2019-11-01,"crescent city","us",""
"73794",2019-08-15,"crescent city","us",""
"77129",2019-08-25,"crescent city","us",""
"82734",2019-09-15,"crescent city","us",""
"79147",2019-08-04,"crescent lake","",""
"82033",2020-09-12,"crimea (ukraine))","",""
"47362",2020-05-15,"croatia","",""
"26398",2019-12-09,"cromwell","us",""
"21484",2020-12-20,"crooked river ranch","us",""
"28577",2020-02-11,"crown point","us",""
"76382",2020-08-22,"crystal lake","us",""
"903",2020-10-01,"cuchara","us",""
"31983",2020-02-26,"cuiaba (brazil)","",""
"15163",2020-11-29,"cullman","us",""
"46437",2020-05-01,"cullman","us",""
"47662",2020-05-17,"culloden","us",""
"74913",2020-08-18,"culpeper","us",""
"68491",2020-07-03,"culver","us",""
"67410",2019-07-29,"culver city","us",""
"75474",2019-08-20,"culver city","us",""
"18615",2020-01-20,"cumberland (canada)","ca",""
"77402",2019-08-26,"dade county","",""
"68617",2019-07-04,"dadeville","us",""
"27930",2020-01-07,"dallas","us",""
"28799",2020-02-01,"dallas","us",""
"76479",2020-08-22,"dallas","us",""
"83948",2020-09-18,"dallas","us",""
"40138",2020-04-01,"dallas/duncanville area","",""
"51328",2020-05-07,"dalton","us",""
"25689",2020-12-06,"daly city","us",""
"41834",2020-04-18,"daly city","us",""
"63793",2020-07-15,"daly city/pacifica","",""
"30361",2020-02-18,"danville","us",""
"42750",2019-04-22,"danville","us",""
"25340",2020-12-05,"davenport","us",""
"88438",2020-09-07,"davenport","us",""
"1625",2019-10-14,"dayton","us",""
"10876",2019-11-16,"dayton","us",""
"24187",2020-12-31,"dayton","us",""
"46853",2019-05-14,"dayton","us",""
"1406",2020-10-13,"dayton (wpafb)","us",""
"65620",2020-07-02,"deadwood","us",""
"17667",2019-01-18,"deer lodge","us",""
"2201",2020-10-15,"del valle","us",""
"87478",2020-09-03,"delafield","us",""
"63615",2020-07-15,"dell city","us",""
"69805",2019-07-05,"dell rapids","us",""
"76097",2019-08-02,"deming","us",""
"70357",2020-07-06,"denham springs","us",""
"23490",2019-12-29,"denver","us",""
"8303",2020-01-10,"denver (i-25&#44 southbound)","us",""
"53437",2019-06-12,"depere","",""
"43136",2019-04-24,"depoe bay","us",""
"8650",2020-11-10,"derby","us",""
"1623",2019-10-14,"des moines","us",""
"29863",2019-02-16,"des plaines","us",""
"65676",2019-07-22,"desert","",""
"81701",2020-09-01,"desolation wilderness","",""
"19811",2019-12-13,"detroit","us",""
"28729",2019-02-01,"detroit (metro area)","us",""
"5132",2019-10-26,"dfw airport (north of) (dallas)","",""
"20632",2020-12-16,"dimona (israel)","",""
"73899",2019-08-15,"dinosaur","us",""
"67380",2020-07-28,"dog bone lake (near)","",""
"42574",2019-04-02,"dont know","",""
"27923",2020-01-07,"douglas","us",""
"82431",2019-09-14,"douglas","us",""
"52127",2019-06-01,"dousman","us",""
"75804",2019-08-21,"dowling","us",""
"51943",2019-06-11,"downey","us",""
"71990",2019-08-01,"downey (north american aviation)","us",""
"3305",2020-10-19,"doylestown","us",""
"31696",2019-02-25,"doylestown","us",""
"84630",2020-09-20,"drexel hill","us",""
"46487",2019-05-12,"duarte","us",""
"2076",2019-10-15,"dublin (republic of ireland)","",""
"76281",2020-08-02,"dubois","",""
"19571",2020-01-21,"ducannon","",""
"532",2019-10-01,"duluth","",""
"7096",2019-10-05,"duluth","",""
"36348",2020-03-21,"duluth","us",""
"22476",2020-12-24,"dundas island (south of) (canada)","",""
"2940",2020-10-17,"dunedin","us",""
"26758",2020-01-30,"dunedin (new zealand)","",""
"64846",2019-07-20,"durham","",""
"43847",2020-04-27,"durham (uk/england)","gb",""
"52832",2019-06-01,"durham (uk/england)","gb",""
"25915",2020-12-07,"e. bridgewater","",""
"27424",2019-01-05,"e. greenville","",""
"64225",2020-07-17,"eagan","us",""
"39410",2020-03-08,"eagle","us",""
"49704",2019-05-28,"eagle creek","us",""
"23884",2020-12-31,"eagle river","us",""
"51582",2020-05-09,"eagle river","us",""
"41015",2019-04-15,"earlville","us",""
"49028",2019-05-24,"east aurora","",""
"20168",2020-12-14,"east bridgewater","us",""
"32762",2020-02-05,"east haven","us",""
"32176",2019-02-28,"eastgate","us",""
"46150",2019-05-01,"eastland","us",""
"33401",2020-02-08,"easton","us",""
"30935",2019-02-02,"eastport","us",""
"46450",2020-05-01,"eaton","us",""
"26847",2019-01-31,"eaton rapids","us",""
"63105",2019-07-15,"edgemoore","",""
"158",2020-10-10,"edgewater","us",""
"77112",2019-08-25,"edinboro","us",""
"22504",2020-12-24,"edinburgh","us",""
"80278",2020-08-08,"edinburgh (over) (uk/scotland)","gb",""
"42754",2019-04-22,"edmonds","us",""
"54081",2019-06-15,"edroy","us",""
"31523",2019-02-24,"edwards afb","",""
"31697",2019-02-25,"edwards afb","",""
"46488",2019-05-12,"edwards afb","",""
"44991",2019-04-06,"edwards afb (vicinity)","",""
"82932",2019-09-15,"egg harbor","",""
"8467",2019-11-10,"eilmsport","",""
"85309",2020-09-22,"el cajon","us",""
"31347",2019-02-23,"el centro","us",""
"28974",2019-02-12,"el cerrito","us",""
"51707",2019-06-10,"el paso","us",""
"32174",2019-02-28,"electric city","us",""
"16415",2020-01-15,"elgin (uk/scotland)","gb",""
"37311",2020-03-25,"elizabeth","us",""
"29462",2020-02-14,"elizabethton","us",""
"28972",2019-02-12,"elizabethtown","us",""
"57682",2020-06-25,"elk","",""
"10741",2019-11-16,"elk grove","us",""
"37439",2020-03-26,"elk grove","us",""
"54985",2020-06-15,"elk river","us",""
"23674",2019-12-30,"elkins","us",""
"44822",2020-04-05,"ellensburg/thorp","",""
"5772",2019-10-29,"ellisville","us",""
"37813",2019-03-29,"elma","us",""
"65628",2020-07-02,"elmira","us",""
"87430",2019-09-03,"elyria","us",""
"8003",2020-10-09,"emeryville","us",""
"26468",2020-12-09,"emmen (netherlands)","",""
"30504",2020-02-19,"endicott","us",""
"57970",2019-06-27,"endicott","us",""
"24313",2020-01-23,"england (latitude 55 north) (uk/england)","",""
"27998",2019-01-08,"enterprise","us",""
"75046",2020-08-18,"erie","us",""
"52448",2019-06-01,"escazu (costa rica)","",""
"323",2019-10-11,"esl&ouml;&#44 scania (sweden)","",""
"8740",2019-11-11,"eugene","us",""
"17832",2020-11-08,"eugene","us",""
"37990",2019-03-30,"eugene","us",""
"33423",2019-02-09,"eureka","us",""
"32133",2020-02-27,"evans","",""
"31833",2020-02-25,"evansville","us",""
"35093",2019-03-15,"evansville","us",""
"37110",2020-03-24,"evansville","us",""
"77694",2020-08-27,"evart","us",""
"20508",2019-12-16,"everett","us",""
"36674",2019-03-22,"everett","us",""
"45759",2019-05-10,"everett","us",""
"56562",2019-06-02,"everett","us",""
"81572",2019-09-01,"everett","us",""
"78583",2019-08-31,"everton","us",""
"9420",2020-11-01,"everywhere","",""
"35588",2019-03-17,"evington","us",""
"76644",2020-08-23,"exeter (uk/england)","gb",""
"50549",2019-05-04,"fagle","",""
"55601",2020-06-18,"fair oak (eastleigh) (uk/england)","",""
"29607",2019-02-15,"fair oaks","us",""
"17077",2020-01-16,"fair oaks (landings)","",""
"4001",2020-10-02,"fairbanks","us",""
"8992",2019-01-11,"fairbanks&#44 trans alaskan pipeline haul road 250 mi n of","",""
"54495",2019-06-15,"fairdale","us",""
"7777",2020-10-08,"fairfield","us",""
"49878",2019-05-29,"fairfield","us",""
"51942",2019-06-11,"fairfield","us",""
"43795",2020-04-27,"fairhaven","us",""
"35084",2019-03-15,"fairmont","us",""
"42813",2020-04-22,"fairport","us",""
"21735",2020-12-02,"falcon","us",""
"11193",2019-11-17,"fall river","us",""
"55529",2019-06-18,"fall river","us",""
"52223",2019-06-01,"fallon (chalk mountain)","us",""
"30380",2019-02-19,"fargo","us",""
"42127",2019-04-20,"fargo","us",""
"10816",2019-11-16,"farmer city","us",""
"57267",2019-06-24,"farmingdale","us",""
"3979",2019-10-02,"farmington","us",""
"10650",2020-11-15,"farmington","us",""
"51940",2019-06-11,"farmington","us",""
"33339",2020-02-08,"farmville","us",""
"17669",2019-01-18,"fayetteville","us",""
"12776",2019-11-20,"federal way","us",""
"47943",2019-05-19,"federal way","us",""
"51089",2020-05-06,"federal way","us",""
"73214",2019-08-14,"federal way","us",""
"58112",2020-06-27,"federalsburg","us",""
"30382",2019-02-19,"fenton","us",""
"31520",2019-02-24,"fernley","us",""
"86528",2020-09-27,"fes (morocco)","",""
"73780",2019-08-15,"fife","us",""
"17655",2019-01-18,"fiji islands (s. pacific ocean)","",""
"69652",2020-07-04,"fillmore","",""
"28063",2020-01-08,"fingal (north dublin) (republic of ireland)","",""
"61184",2019-07-11,"fircrest","us",""
"79681",2019-08-06,"fittstown (on a farm)","us",""
"55707",2020-06-18,"flagstaff","us",""
"84022",2020-09-19,"flagstaff","us",""
"52901",2019-06-01,"flagstaff (i17 south of)","us",""
"30558",2019-02-20,"flint","us",""
"35587",2019-03-17,"flint","us",""
"36851",2019-03-23,"flint","us",""
"60326",2020-06-07,"florala (??)","us",""
"37500",2019-03-27,"florence","us",""
"38862",2019-03-06,"florence","us",""
"57266",2019-06-24,"florence","us",""
"39552",2020-03-09,"florida","",""
"59582",2019-06-04,"florida panhandle (100-200 mi. e of)","",""
"72270",2020-08-01,"flowood","us",""
"85975",2019-09-25,"flushing","us",""
"85976",2019-09-25,"flushing","us",""
"38521",2019-03-04,"folsom","us",""
"44608",2019-04-04,"folsom","us",""
"67171",2019-07-28,"folsom","us",""
"22946",2019-12-26,"fontana","us",""
"32391",2019-02-03,"fontana","us",""
"34790",2019-03-14,"fontana","us",""
"35071",2019-03-15,"fontana","us",""
"44441",2019-04-03,"fontana","us",""
"44442",2019-04-03,"fontana","us",""
"60640",2019-06-09,"fontana","us",""
"76341",2019-08-22,"fontana","us",""
"76342",2019-08-22,"fontana","us",""
"75122",2019-08-19,"forest lake","us",""
"61706",2019-07-01,"fort benning","",""
"41030",2019-04-15,"fort collins","",""
"86718",2020-09-28,"fort collins","us",""
"54590",2019-06-15,"fort knox","",""
"21359",2019-12-20,"fort lauderdale","",""
"26680",2020-01-29,"fort lauderdale","us",""
"27765",2020-01-06,"fort lauderdale","us",""
"28746",2019-02-01,"fort lewis","",""
"29630",2019-02-15,"fort lewis","",""
"36476",2020-03-21,"fort meyers","",""
"14632",2019-11-27,"fort morgan","",""
"17226",2020-11-06,"fort myers","us",""
"40529",2019-04-13,"fort myers","",""
"49356",2019-05-26,"fort myers","",""
"15744",2020-11-03,"fort myers beach","us",""
"72513",2019-08-12,"fort myers beach","",""
"27012",2019-01-03,"fort smith","",""
"43881",2019-04-28,"fort walton beach","",""
"33806",2019-03-11,"fort wayne","",""
"36073",2020-03-19,"fort wayne","us",""
"37183",2019-03-25,"fort wayne","",""
"37994",2019-03-30,"fort wayne","",""
"53449",2019-06-12,"fort wayne","",""
"71469",2020-08-10,"fort wayne","us",""
"48378",2019-05-21,"fox chapel","us",""
"11719",2019-11-19,"framingham","us",""
"46683",2019-05-13,"framingham","us",""
"36745",2020-03-22,"france","",""
"40930",2019-04-15,"francis e warren afb","",""
"76621",2020-08-23,"francois lake (canada)","",""
"83853",2020-09-18,"frankfort","us",""
"14944",2020-11-28,"franklin","us",""
"84424",2020-09-20,"fraser","us",""
"84425",2020-09-20,"fraser","us",""
"55119",2019-06-16,"freeport","us",""
"1896",2019-10-15,"fremont (russian river)","us",""
"13852",2019-11-23,"french camp","us",""
"61375",2020-07-11,"french village","us",""
"51170",2019-05-07,"fresno","us",""
"52130",2019-06-01,"fresno","us",""
"60440",2019-06-08,"fresno","us",""
"78331",2019-08-30,"fresno","us",""
"80531",2019-08-09,"fresno","us",""
"10748",2019-11-16,"frostburg","us",""
"10754",2019-11-16,"frostburg","us",""
"38864",2019-03-06,"ft. bragg","",""
"72907",2019-08-13,"ft. dick","",""
"1887",2019-10-15,"ft. lee","",""
"12916",2020-11-20,"ft. myers","us",""
